id,email,username,display_name,phone,phone_contact_enabled,nationality,school,grade,zip_code,default_radius_mi,default_filter_same_zip,default_filter_same_nationality,default_filter_same_school,is_verified,status,created_at,updated_at
8a4f20be-5402-4f7f-97d5-042270c4a232,ew9199@columbia.edu,ethan_wa,Ethan Walsh,+16465550141,true,US,cbs,graduate,10027,2.5,false,false,true,true,active,2025-09-20T23:31:07+00:00,2025-10-11T14:52:47+00:00
e32264cb-8399-429c-be3b-24041e72b2e6,ns1836@columbia.edu,nattapong_sr,Nattapong Srisai,,true,TH,seas_undergrad,undergraduate,10027,2.5,false,true,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
0bbc8f28-3315-4745-a3c8-8b9c615bafc3,zb8873@columbia.edu,zoe_ba,,,true,US,seas_grad,graduate,10035,1.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
c2d0b978-f0b1-4bed-b592-d8a8b2426dd6,rh6511@columbia.edu,rizki_ha,,+19295550182,false,ID,public_health,graduate,10025,2.5,false,false,true,true,active,2025-10-07T05:37:48+00:00,2025-10-09T17:42:41+00:00
d39c20a8-8fd3-4fa9-945c-0b443b47eb0a,zs7203@columbia.edu,zoe_su,Zoe Sullivan,,true,US,teachers_college,graduate,10027,2.5,false,false,true,true,active,2026-08-29T08:50:57+00:00,2026-09-02T18:00:00+00:00
33cd8209-3c57-4c7c-9796-06275679bd1a,gc9263@columbia.edu,grace_ca,,+16465550134,true,US,seas_undergrad,undergraduate,10451,2.5,false,false,false,true,active,2025-09-26T17:33:46+00:00,2025-11-13T10:48:39+00:00
49fcb32c-8406-4d12-b121-4d48164d4757,bh4598@columbia.edu,bo_hu,Bo Hu,+16465550118,false,HK,cbs,graduate,10027,2.5,false,false,false,false,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
c61cd5a4-1592-4718-9dc9-3a026d2fe8c2,xw6609@columbia.edu,xiaoyu_wa,Xiaoyu Wang,,true,CN,general_studies,undergraduate,10451,2.5,false,false,false,true,active,2026-01-21T01:17:41+00:00,2026-02-22T19:43:09+00:00
41634950-c72e-4702-8b26-c6a77c4be455,mc9351@columbia.edu,michael_ca,,,true,US,public_health,graduate,10031,2.5,false,false,false,true,active,2026-08-28T01:25:16+00:00,2026-09-02T18:00:00+00:00
3dc6ba51-e546-4e5c-8e8a-6d0bb4c42691,yz3062@columbia.edu,yuhan.zhou,Yuhan Zhou,+19175550118,true,CN,seas_undergrad,undergraduate,10025,2.5,false,false,false,true,active,2025-08-25T05:13:19+00:00,2025-09-25T10:20:38+00:00
20567896-d4b7-4300-bda6-325550875f20,fs7385@columbia.edu,farhan_si,,+19175550195,false,IN,cbs,graduate,10025,5.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
fddcb198-bf64-4afe-a7ba-49b9d8c59c2d,ks8617@columbia.edu,kavya_sh,Kavya Sharma,+13475550173,true,IN,seas_grad,graduate,10031,2.5,false,false,false,true,active,2026-01-17T09:20:49+00:00,2026-03-11T08:31:58+00:00
72e35762-f61b-4fa5-b57c-101e47da2fb9,jb7382@columbia.edu,jose_ba,,+16465550118,true,PH,sipa,graduate,10028,2.5,false,true,false,true,active,2026-08-28T01:33:00+00:00,2026-09-02T18:00:00+00:00
7d339706-bfcc-4887-91f1-ec63d2d23823,ch8074@columbia.edu,chen_he,Chen He,+19175550175,true,CN,sipa,faculty_staff,10031,5.0,true,true,false,true,active,2025-01-31T13:50:58+00:00,2025-03-17T09:54:56+00:00
3a26d6b7-6942-4fdb-896b-8e3aa4a242d3,iw2828@columbia.edu,ingrid_wa,Ingrid Wagner,+13475550156,true,DE,teachers_college,graduate,10027,1.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
5d1a62df-3bdf-4836-a4d0-5dd139fc5e81,hl2780@columbia.edu,hao_li,,+16465550178,true,CN,seas_grad,graduate,10031,2.5,false,true,false,true,active,2026-01-17T08:39:33+00:00,2026-01-26T20:03:52+00:00
d1837fdf-ba50-4cdd-aa78-612b77b13cac,ws4884@columbia.edu,woojin_sh,Woojin Shin,+19295550193,false,KR,journalism,graduate,10027,5.0,false,false,false,true,active,2026-02-01T21:38:42+00:00,2026-03-04T09:52:08+00:00
ba4e0520-1425-44b4-ba42-764ccd9799f7,dl3729@columbia.edu,brian_dw,Brian Lee,+16465550142,true,KR,cbs,graduate,10027,2.5,true,false,false,true,active,2024-08-25T11:50:56+00:00,2024-10-18T14:57:26+00:00
17661fd4-50e0-4596-8535-83e845ee3d0b,ew5092@columbia.edu,emma.walsh,Emma Walsh,+12125550120,true,AU,cbs,graduate,10009,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
74375a59-e8c7-406f-8580-d46c74187dc9,bw1496@columbia.edu,bo_wa,,+16465550157,true,CN,general_studies,undergraduate,10013,2.5,false,false,false,true,active,2024-08-31T23:33:21+00:00,2024-09-04T09:04:49+00:00
2339a0ed-6db2-4bdd-9fa6-819624511eb4,jh5860@columbia.edu,jiayi_hu,,+16465550103,true,CN,gsas,graduate,11375,0.5,true,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
3e6d9730-35ed-4d3b-897a-bb23e57a7169,rz8966@columbia.edu,ruoxiz,Ruoxi Zhu,+16465550111,true,CN,seas_grad,graduate,10037,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
aea754b5-366e-4133-98b4-d7a02489d027,ho7020@columbia.edu,hyerin_oh,,+19175550169,true,KR,columbia_college,undergraduate,10027,0.5,false,false,false,true,active,2025-10-29T11:59:41+00:00,2026-01-04T01:22:04+00:00
1ce85b38-45d8-4fc2-a23d-d01ad37ee8fb,yy2694@columbia.edu,yuna_yo,,+12125550111,true,KR,sipa,graduate,10027,2.5,false,true,false,true,active,2025-03-11T05:55:10+00:00,2025-04-29T20:57:39+00:00
b35bb1cd-607f-4ff2-9161-bce4975c7369,hk3392@columbia.edu,haruto_ko,,+12125550174,true,JP,seas_undergrad,faculty_staff,10030,2.5,false,true,false,true,active,2026-01-29T19:19:20+00:00,2026-02-02T10:13:45+00:00
df4aea86-0433-43d3-bb3d-02416d885166,yw9320@columbia.edu,yuhan_wu,,+12125550168,true,SG,public_health,graduate,10032,0.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
8bf8ea9f-72d9-48eb-928d-e17012efd91b,me9948@columbia.edu,matteo_es,,+19295550122,true,IT,columbia_college,undergraduate,10022,1.0,false,false,false,true,active,2026-02-11T07:08:29+00:00,2026-06-02T22:06:29+00:00
98911231-0298-4b00-8623-dc3cd5d7cea3,nr8722@columbia.edu,nora_re,,,true,US,gsas,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
99e84a49-7214-4c3f-b33b-ddcfed4c7c27,rg8561@columbia.edu,ryan_gr,Ryan Grant,+12125550102,false,US,columbia_college,undergraduate,10026,2.5,false,false,false,false,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
5e792d2c-8426-4884-9092-5acfa7c688ed,rs1748@columbia.edu,rafael_si,Rafael Silva,+13475550153,true,BR,seas_undergrad,undergraduate,10027,2.5,false,false,false,true,active,2025-08-28T01:39:41+00:00,2026-02-04T03:30:50+00:00
16ec2a95-5cdd-472d-bb70-f569bc0cea3c,sj2981@columbia.edu,seoyeon_ja,Seoyeon Jang,,true,KR,cbs,graduate,10027,0.5,false,false,false,true,active,2025-09-02T17:05:45+00:00,2025-09-14T05:44:30+00:00
f092e52c-93f6-491a-a742-3887d0efee68,nr9234@columbia.edu,nathan.reed,Nathan Reed,+12125550148,true,US,general_studies,undergraduate,10010,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
6236d33d-7b57-486d-81e8-a247d50fa2a4,cf8717@columbia.edu,chloe_fo,,+19175550155,true,US,seas_undergrad,undergraduate,11238,2.5,false,false,false,true,active,2024-08-30T22:03:53+00:00,2024-09-06T15:18:56+00:00
20643c6d-5091-45f4-96dc-2970aa107c3a,zy2219@columbia.edu,ziyu_ya,Ziyu Yang,+13475550156,true,CN,seas_undergrad,undergraduate,10025,2.5,true,true,false,true,active,2025-08-22T21:34:30+00:00,2025-08-28T04:48:43+00:00
1df42015-adef-4ebd-ae1b-9ee53b0bd485,hj5183@columbia.edu,haeun_ja,Haeun Jang,+19175550175,true,KR,seas_grad,graduate,10025,1.0,false,false,false,false,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
128acef2-f235-4b4f-9ba9-12cf0271ac50,ca6837@columbia.edu,camila_al,Camila Almeida,,true,BR,seas_grad,graduate,10027,5.0,false,false,false,true,active,2024-08-25T15:46:26+00:00,2024-08-31T14:06:23+00:00
e67d37fe-aa3a-4812-8a3a-0cad3700d22f,gf7572@columbia.edu,grace_fl,Grace Fletcher,,true,US,seas_undergrad,undergraduate,11205,10.0,false,false,false,true,deactivated,2024-08-22T22:59:40+00:00,2024-12-13T05:52:40+00:00
a1e4b04f-3354-4716-9914-0e447f91fb26,yg2064@columbia.edu,yuxin_gu,Yuxin Guo,+19295550133,true,CN,columbia_college,undergraduate,10027,2.5,true,false,false,true,active,2025-01-18T18:55:05+00:00,2025-02-07T13:57:11+00:00
bc0e5868-3a1d-4493-ad13-df81dcf8102c,th8072@columbia.edu,tianyu_he,Tianyu He,,true,CN,seas_undergrad,undergraduate,10031,2.5,false,false,false,true,active,2026-01-17T12:51:35+00:00,2026-01-31T02:54:59+00:00
dd31032b-6dd2-426d-bfc1-f03e9f5eefa1,ts8330@columbia.edu,tessa.sinclair,Tessa Sinclair,+16465550133,false,AU,columbia_college,undergraduate,10128,0.5,false,false,true,true,active,2024-09-12T01:14:24+00:00,2024-09-13T00:35:32+00:00
5da9c176-ec13-4102-b6cf-121f4b145d5a,ec2755@columbia.edu,emma_ca,,+13475550135,true,US,gsas,faculty_staff,10027,2.5,false,false,false,true,active,2025-02-09T20:02:15+00:00,2025-04-23T16:59:07+00:00
10e5f889-8510-460a-b274-ff42a4b2a3e9,cs4491@columbia.edu,caleb_su,Caleb Sullivan,,true,US,teachers_college,graduate,10027,2.5,false,true,false,true,active,2024-08-24T22:07:21+00:00,2024-12-20T04:12:43+00:00
f89db995-01c9-4ce3-a48e-352e2091e5eb,zm8026@columbia.edu,zoe_ma,Zoe Marsh,,true,US,gsas,graduate,10031,0.5,true,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
0bd43247-6406-40a9-986d-236037103f78,yl1700@columbia.edu,yuhan_li,Yuhan Li,+19295550134,true,CN,columbia_college,undergraduate,10025,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
08690dde-8383-404c-bf9f-1d9d0663a380,jf8883@columbia.edu,juliette_fo,,+12125550100,true,FR,sipa,graduate,10027,2.5,false,true,true,true,active,2026-08-30T22:29:16+00:00,2026-09-02T18:00:00+00:00
7bd352e0-3016-452b-a485-917392919f80,my1941@columbia.edu,minjun_yo,,+13475550152,true,KR,gsas,graduate,10463,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
f1a0ec25-92c1-456d-bc62-93f211e3df90,gf1420@columbia.edu,grace_fo,Grace Foster,+16465550113,true,US,seas_grad,graduate,10027,2.5,false,false,false,true,active,2025-09-01T01:25:15+00:00,2025-09-30T03:56:25+00:00
5c27de08-e263-49f8-b85c-5d1bfb70223d,em2098@columbia.edu,eitan_ma,,,true,IL,columbia_college,undergraduate,10027,2.5,false,false,false,true,active,2025-08-29T07:29:22+00:00,2025-09-09T07:40:04+00:00
56011ba4-155c-4db4-a8fb-31ebb8dd1d28,ee4210@columbia.edu,ethan_el,Ethan Ellis,+16465550168,true,US,cbs,graduate,10027,2.5,false,false,false,true,active,2026-01-20T17:34:24+00:00,2026-01-21T23:01:16+00:00
17b38ad8-6c49-45b0-a8cf-629f00895aab,cw2014@columbia.edu,chen_wu,Chen Wu,+19175550168,true,CN,cbs,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
6423836f-839b-4455-9791-d85c98ea5f5f,mh3701@columbia.edu,minjun_ha,,,true,KR,seas_grad,graduate,10031,2.5,false,false,false,true,active,2025-09-23T23:37:41+00:00,2025-12-17T13:23:44+00:00
23061881-ec83-4935-ba31-110dc9dd0f5e,eb6888@columbia.edu,elliot.barnes,Elliot Barnes,+19175550120,true,US,cbs,graduate,10025,1.0,true,false,false,true,active,2026-01-24T07:46:17+00:00,2026-02-18T01:14:23+00:00
05fb0c96-152e-4ab1-9634-cb2c6a6c3965,sb2489@columbia.edu,sophia_br,,+12125550189,true,AU,vps,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
a80b24ca-19f4-4796-9a5e-683f4e8f7b14,dh5183@columbia.edu,diego.hernandez,,+19175550149,true,CO,cbs,graduate,10031,2.5,false,false,false,true,active,2024-08-27T07:19:06+00:00,2024-09-11T14:13:57+00:00
faaadadd-7fbb-4e89-9638-90d9dab4fd2e,qz4095@columbia.edu,qian_zh,Qian Zhou,,true,CN,sipa,graduate,10040,0.5,false,false,false,true,active,2026-01-16T17:23:11+00:00,2026-02-16T09:44:17+00:00
7c22f1d5-e68a-415d-bcc0-7329c8f196f6,ib9609@columbia.edu,ishita_bo,Ishita Bose,+19295550168,true,IN,cbs,graduate,10027,2.5,false,false,false,true,active,2026-08-31T17:29:40+00:00,2026-09-02T18:00:00+00:00
7fa22cd4-c5e3-4caa-9d7e-ca84b61d76cc,ts3569@columbia.edu,tessas,,,true,US,public_health,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
6f5ed66e-e07b-48ed-b59a-b63d714e545e,of6222@columbia.edu,owen_fo,Owen Foster,+12125550196,true,US,seas_grad,faculty_staff,10031,2.5,false,false,false,true,active,2026-02-09T09:19:28+00:00,2026-02-10T06:15:58+00:00
65124326-e038-4b17-b1d6-d9a5d33b8a2d,mh8388@columbia.edu,marcus_ha,,+12125550132,false,US,columbia_college,undergraduate,10027,0.5,false,false,false,true,active,2026-08-29T07:42:27+00:00,2026-09-02T18:00:00+00:00
fda2746f-f24e-4da4-9ab4-b1a01d07a375,jd8123@columbia.edu,james_do,,+19295550102,true,US,cbs,graduate,10031,2.5,true,false,false,true,active,2026-02-07T12:43:17+00:00,2026-05-13T16:36:29+00:00
577c7c58-b348-4b59-a994-19cbf0bd8b7f,cf3483@columbia.edu,chloe.fletcher,Chloe Fletcher,,true,US,cbs,graduate,10025,2.5,false,false,false,true,active,2025-02-05T21:28:00+00:00,2025-03-11T15:29:35+00:00
9fa1bd7e-fe95-4d72-89e0-17853678fb5b,rh1270@columbia.edu,ruoxi_hu,,+13475550190,true,CN,cbs,graduate,10018,2.5,false,false,false,true,active,2024-09-13T05:17:38+00:00,2024-11-25T13:16:50+00:00
a4ddbcbc-93a7-45ab-ae90-9108c8642e18,mb3712@columbia.edu,michael_be,,+13475550197,true,US,seas_undergrad,undergraduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
f8340601-f2cd-4988-9115-98413c0d3f89,sb4492@columbia.edu,sophie_be,,+12125550108,false,DE,gsas,graduate,10027,2.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
4f1cb3c6-4a88-475a-b5e5-f34f7bdaa2fc,jw4662@columbia.edu,jiayi_wu,,,true,CN,seas_undergrad,undergraduate,10025,2.5,false,false,false,true,active,2026-01-18T21:22:11+00:00,2026-03-23T23:10:33+00:00
b7fef60e-e709-4148-b2be-091d4a9dc1a5,tg2511@columbia.edu,tessa_gr,Tessa Grant,+19295550144,true,GB,cbs,graduate,10031,2.5,false,false,false,true,active,2025-02-09T00:32:23+00:00,2025-04-07T00:37:57+00:00
6c1ecb78-38c9-4d52-b536-8463029f3a65,ce3597@columbia.edu,caleb_el,,+12125550189,true,US,cbs,faculty_staff,10027,2.5,false,false,false,true,active,2025-08-27T09:47:51+00:00,2025-09-17T03:35:34+00:00
82950a73-458f-4649-aaaa-6363035935cf,hr5766@columbia.edu,hannah_re,,,true,US,seas_undergrad,undergraduate,10025,2.5,true,false,false,true,active,2026-08-30T21:18:14+00:00,2026-09-02T18:00:00+00:00
bf2702a9-36af-4152-9711-7fbe97eb016b,zz9756@columbia.edu,ziyu_zh,,+16465550138,true,CN,vps,graduate,10031,0.5,false,false,false,true,active,2026-01-28T13:31:23+00:00,2026-02-22T06:53:15+00:00
f0948fd7-8b6e-41e2-8c57-e17b3a2ccb62,dm7149@columbia.edu,daniel_ma,,,true,US,teachers_college,graduate,10032,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
553046bf-b8f3-4054-8eea-bd6715749b6e,ds1778@columbia.edu,dongwoo_se,Dongwoo Seo,+13475550167,true,KR,cbs,graduate,10027,2.5,false,false,false,true,active,2025-08-24T20:17:22+00:00,2025-10-10T06:19:36+00:00
9ce8ad86-b5f1-4d08-a8d6-d8b25b7f8f86,me6929@columbia.edu,maya_el,Maya Ellis,+12125550109,true,US,cbs,graduate,10027,2.5,false,false,false,true,active,2025-09-04T19:53:39+00:00,2025-09-16T14:00:13+00:00
9c6405d0-d0bc-4e75-8900-4a343d7eec34,yc3232@columbia.edu,yuna_ch,,+19295550181,true,KR,arts,graduate,10027,2.5,false,true,false,true,active,2025-09-05T01:15:15+00:00,2025-10-20T22:40:35+00:00
c90cc779-75f4-4f0d-8f0e-bf02ad0ba33c,zx1512@columbia.edu,zhihao_xu,,,true,CN,columbia_college,undergraduate,10024,2.5,false,false,false,true,active,2025-03-06T11:37:48+00:00,2025-03-22T23:02:57+00:00
39fd74c4-da17-49e8-bcd7-68d75415488f,mr3161@columbia.edu,mateo_ro,Mateo Rodriguez,,true,CO,columbia_college,undergraduate,10027,2.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
b233f9f6-2a38-41be-92c9-8555aefc62a9,mr6445@columbia.edu,marcus_re,,+19295550199,true,US,gsas,graduate,10031,2.5,false,false,false,true,active,2025-09-01T09:14:39+00:00,2025-10-06T15:39:32+00:00
17b21723-fa8f-407d-8126-f99b09b1578a,ts5458@columbia.edu,tianyu_su,,+13475550171,false,CN,seas_undergrad,undergraduate,10027,2.5,false,false,false,true,active,2025-08-30T06:56:59+00:00,2025-09-05T19:16:19+00:00
3508da09-a51b-4ff3-8e0e-ee486e956b89,jb8631@columbia.edu,james_br,,+12125550183,false,GB,seas_undergrad,undergraduate,10036,10.0,false,false,false,true,active,2024-09-04T04:27:34+00:00,2024-09-22T01:39:16+00:00
44ee0402-719e-4795-b6d1-9697a6d0a515,gd8746@columbia.edu,grace_do,Grace Doyle,+12125550189,true,US,seas_undergrad,undergraduate,11375,2.5,false,false,false,true,active,2026-02-05T09:06:51+00:00,2026-03-04T15:05:56+00:00
771551c1-bc4e-45c7-b938-586e87c4c5ca,fr8185@columbia.edu,farhan_re,,,true,IN,seas_grad,graduate,10031,10.0,true,false,false,true,active,2026-08-28T09:53:07+00:00,2026-09-02T18:00:00+00:00
a4435821-88f2-470f-8792-58ce92993496,bs3889@columbia.edu,bo_su,Bo Sun,+19175550155,true,CN,general_studies,undergraduate,10024,2.5,false,false,false,true,active,2026-02-24T11:56:35+00:00,2026-02-27T17:55:38+00:00
f179f796-27a1-4c7b-8711-7b339b16ef77,xc4403@columbia.edu,xiaoyu_ch,Xiaoyu Chen,+19295550144,true,TW,seas_grad,graduate,10027,2.5,false,true,false,true,active,2026-02-02T23:19:37+00:00,2026-03-09T00:30:37+00:00
58ba42d6-a3e8-433b-b45d-7a24884f5abf,ki8071@columbia.edu,kavya.iyer,,,true,IN,seas_grad,graduate,10012,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
69546e0c-13bb-4597-8ce8-09cf53b9a4ff,rw5651@columbia.edu,ren_wa,,+19175550181,true,JP,gsas,graduate,10031,2.5,false,false,false,true,active,2025-01-20T19:14:28+00:00,2025-03-01T10:09:19+00:00
67a96161-50fd-4f7b-be6f-88ee0fdb0549,rs2474@columbia.edu,ryan_si,,+13475550110,true,US,cbs,graduate,10031,2.5,false,false,false,false,deactivated,2024-09-16T14:22:36+00:00,2024-10-23T13:46:52+00:00
b17e246e-d9be-49d1-b497-ef9d5d08f483,rw9904@columbia.edu,ruoxi_wa,,,true,CN,seas_grad,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
9e2d608b-d89b-47b6-a9be-d7becb140d83,jw7094@columbia.edu,james_wh,,+16465550148,true,US,seas_undergrad,undergraduate,10027,2.5,true,false,false,true,active,2025-08-25T09:22:29+00:00,2025-09-15T00:44:18+00:00
36252284-f2e8-487b-a7d3-25374b41a493,wz5757@columbia.edu,wei.zhu,,,true,CN,seas_grad,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
ea8951c3-9063-4555-961a-8fcb0cc9fd92,ek5083@columbia.edu,emeka_ka,,+13475550117,true,KE,cbs,graduate,10025,2.5,false,false,false,true,active,2025-08-26T00:26:30+00:00,2025-08-29T23:15:40+00:00
d1069292-d635-44f8-8c01-1494891ae61f,cg9423@columbia.edu,chen_gu,Chen Guo,,true,TW,columbia_college,undergraduate,10025,2.5,false,false,false,true,active,2025-02-20T04:20:32+00:00,2025-03-06T10:27:56+00:00
16742a5d-9d78-4fd5-8df4-d37a6e7df951,ts9428@columbia.edu,tianyu.sun,Tianyu Sun,+16465550116,true,CN,seas_undergrad,undergraduate,10024,10.0,false,false,false,true,active,2026-08-28T06:05:22+00:00,2026-09-02T18:00:00+00:00
a1d67684-0efd-46c3-a44d-06a1f1b59626,ef9284@columbia.edu,emma_fl,Emma Fletcher,+16465550175,true,US,cbs,graduate,10032,2.5,false,false,false,true,active,2025-09-01T20:15:31+00:00,2025-11-22T04:42:44+00:00
f46fae0a-66ed-4c74-baa7-7380e11570dd,yt2137@columbia.edu,yui_ta,,+19175550119,true,JP,cbs,graduate,10027,2.5,false,true,false,true,active,2026-01-30T01:47:16+00:00,2026-04-14T00:57:45+00:00
2474e0bd-3261-4377-838d-4687ea35d755,lp1004@columbia.edu,lucas_pe,Lucas Pereira,+13475550178,true,BR,columbia_college,undergraduate,10027,10.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
a12c9d7b-2371-4415-9829-239445dc5a9e,bh6795@columbia.edu,bo.huang,,+13475550149,true,CN,cbs,graduate,10027,2.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
580cef17-440c-4dfe-9629-5e7dcbd52995,jv6242@columbia.edu,javier_va,Javier Vargas,+12125550103,false,AR,public_health,graduate,10027,5.0,false,false,false,true,active,2026-02-18T21:25:39+00:00,2026-05-01T04:26:16+00:00
61c18988-ae66-48f3-943c-a49ee2ad2d55,rb1013@columbia.edu,ruby_ba,Ruby Barnes,+13475550105,true,US,cbs,graduate,10027,10.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
c7aef9d1-dbd0-4f74-a478-6a968e0317e1,ce2254@columbia.edu,caleb.ellis,,+13475550139,true,US,seas_grad,graduate,10027,10.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
7e25e2b5-9f83-4bc8-95d8-d69216f15bc4,rz7753@columbia.edu,ruoxi.zhou,,+16465550100,true,CN,columbia_college,undergraduate,10022,10.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
67ff0ec2-d4f8-457e-9414-c4d5aebed4a0,mw2036@columbia.edu,mio_wa,,,true,JP,cbs,graduate,10027,1.0,false,false,true,true,active,2026-08-29T22:28:31+00:00,2026-09-02T18:00:00+00:00
bdd3bd04-7e4b-4d82-816f-dceb5fae55ea,qw2768@columbia.edu,qian_wu,,+16465550191,true,CN,columbia_college,undergraduate,10025,2.5,false,false,false,true,active,2025-01-23T05:55:22+00:00,2025-05-06T09:29:06+00:00
fa65f23e-a8d7-4403-983c-d459dbeaa4cf,th8920@columbia.edu,tessa_ha,,,true,CA,law,graduate,10027,2.5,false,false,false,true,active,2026-08-29T07:04:30+00:00,2026-09-02T18:00:00+00:00
29836ce5-4546-4ec6-b86e-0306757b6b8b,mf5401@columbia.edu,michael_fo,Michael Foster,+13475550196,false,US,teachers_college,graduate,10027,2.5,false,false,false,true,active,2025-09-11T12:45:20+00:00,2025-09-19T07:19:58+00:00
632a3efa-008f-4d2e-9fa6-0a2e1c332a14,dd7858@columbia.edu,daniel_do,,,true,GB,sipa,graduate,10027,10.0,true,false,false,true,active,2025-01-25T14:14:42+00:00,2025-02-11T09:53:33+00:00
b2fa8b95-5aab-4854-a682-06ac4d3c3500,yg1407@columbia.edu,yifan_gu,Yifan Guo,+19175550134,true,CN,gsas,graduate,10027,10.0,false,false,false,true,active,2026-01-23T15:34:58+00:00,2026-02-23T08:14:28+00:00
789c6728-3d71-4d9c-8465-dc4340ceb18e,rs9073@columbia.edu,ruby.sinclair,,+19295550178,false,US,cbs,graduate,10027,0.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
75f5c0c5-ff4b-4a5e-9cdb-236c8398b4e4,tv7988@columbia.edu,tomas_va,,,true,AR,general_studies,undergraduate,10025,2.5,false,false,false,true,active,2025-08-27T00:30:50+00:00,2025-09-15T00:36:26+00:00
98be73e2-5570-4671-9de6-e14b6e99c2b6,dl7581@columbia.edu,daniela_lo,Daniela Lopez,+19175550164,false,MX,seas_grad,graduate,10034,2.5,false,false,false,true,deactivated,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
427e62af-c795-4132-8cf3-9c85f803508a,ec9782@columbia.edu,emma.carter,,,true,US,columbia_college,undergraduate,10027,2.5,false,true,false,true,active,2025-08-30T14:29:42+00:00,2025-11-07T05:04:10+00:00
0df66891-b25c-4d7b-98bc-826d9e286a20,jr3189@columbia.edu,julian_re,Julian Reed,,true,US,cbs,graduate,10027,2.5,false,false,false,true,active,2025-08-29T13:43:32+00:00,2025-09-12T20:09:33+00:00
b342c990-e341-4828-b45f-1abc00b62fe6,oc2629@columbia.edu,owen_ca,,+13475550165,true,US,cbs,graduate,10025,0.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
faf9f76d-15dd-40c4-90fb-91488cd8bff1,nh8634@columbia.edu,nathan_ha,,,true,CA,cbs,graduate,10009,1.0,false,false,false,true,active,2026-01-17T01:38:01+00:00,2026-03-06T16:14:32+00:00
bc4e57f6-9701-4d65-972f-1c9f2003fe71,gr4624@columbia.edu,grace_re,,+13475550177,true,US,columbia_college,undergraduate,11217,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
f588c9b7-219c-42f4-8026-81909c76658e,ks4743@columbia.edu,kaiwen_su,Kaiwen Sun,+13475550198,true,TW,columbia_college,undergraduate,10025,2.5,false,false,false,true,active,2025-09-10T15:38:07+00:00,2025-10-18T05:22:59+00:00
420bbc59-57c5-4a99-a707-cc797e6b593d,jr3958@columbia.edu,jose_re,,+13475550126,true,PH,seas_grad,graduate,10038,2.5,false,false,false,true,active,2026-02-23T09:02:29+00:00,2026-05-27T18:13:15+00:00
